apogee_id,param_m_h,param_m_h_err,param_alpha_m,param_alpha_m_err,glat
2M17575299-2330566,-9999,-1,-9999,-1,0.402789335264
2M17575759-2403327,0.1888159,0.02337731,0.02992871,0.01020979,0.115751063772
2M17582291-2353542,-9999,-1,-9999,-1,0.112627062385
2M17582700-2338025,0.3150569,0.02283405,-0.02482169,0.008822684,0.231153978506
2M17584123-2341010,-9999,-1,-9999,-1,0.159377550364
2M17590859-2318576,-9999,-1,-9999,-1,0.252101616759
2M17590984-2358009,0.3000426,0.02269874,-0.0003862958,0.009517786,-0.076459873115
2M17595166-2338598,-9999,-1,-9999,-1,-0.056897432292
2M18000695-2354085,-9999,-1,-9999,-1,-0.232972575291
2M18001868-2329444,-9999,-1,-9999,-1,-0.0697564945344
2M18003335-2337321,-9999,-1,-9999,-1,-0.182907311679
2M23231374+6134013,-0.4318286,0.03518298,0.03670667,0.01665968,0.471756002214
2M23290143+6049067,-0.2174521,0.03105157,0.0876543,0.01483451,-0.462344809192
2M23302492+6141107,-9999,-1,-9999,-1,0.310495099028
2M01285700+6211120,0.1619599,0.02660458,0.09136865,0.0106884,-0.366926859389
2M01293625+6214131,0.3064395,0.02633835,0.04992155,0.009811427,-0.306006956031
2M01343149+6221340,-9999,-1,-9999,-1,-0.095310036589
2M01360573+6218093,0.2048217,0.0264842,0.0605376,0.01129545,-0.120468581611
2M01392725+6213170,-9999,-1,-9999,-1,-0.130520016348
2M01394619+6154090,0.02030113,0.0283339,0.04228978,0.01189255,-0.436979534047
2M18590667+0336562,-9999,-1,-9999,-1,-0.055870558723
2M18592547+0253138,0.5062208,0.02442083,0.007282148,0.009073577,-0.458321209352
2M18593156+0500402,-9999,-1,-9999,-1,0.489910221946
2M18132046-1704079,0.2305341,0.02444473,0.0257778,0.010612,0.397363702907
2M18141932-1738462,0.1202437,0.02457622,-0.007615239,0.01085522,-0.0844312671487
2M18142424-1721286,0.4976297,0.02298878,0.05235853,0.009690174,0.0361719232389
2M18145264-1740224,0.06435211,0.02704049,0.01543017,0.01106024,-0.213406245605
2M18152949-1608283,-9999,-1,-9999,-1,0.388163530911
2M18161683-1609476,-9999,-1,-9999,-1,0.211046144851
2M18173688-1643597,-9999,-1,-9999,-1,-0.341252788679
2M18183669-1637070,0.1253675,0.02861396,0.01948439,0.01126016,-0.497149516587
2M18230620-1335189,-9999,-1,-9999,-1,-0.0258760663152
2M18231070-1314288,-0.039214,0.02592298,-0.01019128,0.012189,0.120875346044
2M18240473-1237024,0.3477886,0.0228297,0.002872668,0.009441264,0.219378452284
2M18242521-1312107,0.05923863,0.02911447,0.02329628,0.01172702,-0.12821480062
2M06422887+0344260,-0.4079061,0.03273684,0.05696593,0.01747222,-0.28362608144
2M06423973+0319023,-0.214789,0.03210022,0.03268351,0.01550159,-0.436962091137
2M06424274+0332161,-0.1790906,0.03206283,0.000313215,0.01587939,-0.325021342846
2M06451762+0323094,0.1532945,0.02581249,0.07215096,0.01155215,0.178581920717
2M06452271+0236069,0.009370409,0.02993487,-0.008745375,0.01222928,-0.160571319064
2M06473008+0241407,-0.05794709,0.03001391,0.02748002,0.01337732,0.353453534751
2M18305272-0852335,0.2839576,0.02405542,0.01730981,0.009800649,0.482511606088
2M18330298-0828252,0.3789141,0.0244517,-0.009647617,0.009860604,0.192636230087
2M18343839-0837544,0.3966869,0.02319949,0.09282433,0.009677323,-0.229113948168
2M18344257-0833134,0.12809,0.02881675,0.0008327458,0.01194933,-0.20844311468
2M21512479+5433240,-0.4009306,0.03284157,0.09322622,0.01559539,0.377480516929
2M19414569+2354335,-9999,-1,-9999,-1,0.434744824198
2M19435219+2448318,-9999,-1,-9999,-1,0.465163041513
2M19462563+2414508,-9999,-1,-9999,-1,-0.319367435549
2M19462748+2505357,-9999,-1,-9999,-1,0.099735047584
2M19475660+2432346,-9999,-1,-9999,-1,-0.468662026463
2M18364339-0644591,-9999,-1,-9999,-1,0.178469895075
2M18364435-0748354,0.5161843,0.02332152,-0.003008416,0.008211263,-0.312184698596
2M18371948-0713000,0.2678763,0.02286239,-0.0313843,0.009921309,-0.168590368251
2M18023097-2211248,0.3432357,0.02449578,-0.006878944,0.009370768,0.135132368567
2M18084894-1858344,-9999,-1,-9999,-1,0.42088105862
2M18095909-1919062,-9999,-1,-9999,-1,0.013667599292
2M18111714-1841025,-9999,-1,-9999,-1,0.050367638165
2M06373063+0555223,-9999,-1,-9999,-1,-0.384395365655
2M06380068+0606150,-0.5588642,0.03561357,0.05798398,0.01964171,-0.190521238012
2M06182745+1559303,-0.3396667,0.02901569,0.008569704,0.01386844,0.167997268946
2M07292041-1847066,-9999,-1,-9999,-1,-0.465482961312
2M07292621-1840093,-9999,-1,-9999,-1,-0.389875517631
2M07312346-1814518,-0.04476888,0.02833478,0.01428998,0.01199356,0.219014348036
2M21154898+4852131,0.0127292,0.02837405,0.05342398,0.013292,-0.0809683559364
2M21160685+4835478,-9999,-1,-9999,-1,-0.306541112545
2M21161964+4901093,-9999,-1,-9999,-1,-0.0376838441217
2M21173107+4859418,-0.1495859,0.03056997,0.09362358,0.01327927,-0.194535902258
2M21175478+4855316,0.04380453,0.02565125,-0.003951295,0.01072657,-0.28949418696
2M21193485+4857418,0.05356381,0.02761137,0.04006784,0.01188643,-0.45923113118
2M00125468+6239595,0.2722833,0.0269413,0.06200664,0.01122188,0.124998085802
2M00153711+6255516,0.0855768,0.02698226,0.02049684,0.01094547,0.342234742739
2M06114034+1918366,-0.1786489,0.03032785,0.009144797,0.01336027,0.33134438447
2M18392314-0618183,-0.3653232,0.02816994,0.0798417,0.01528461,-0.204979217684
2M18400557-0514566,0.6039283,0.02464587,-0.02761847,0.008521394,0.12257650937
2M18400765-0437572,-0.1462631,0.02790022,0.02082304,0.01363943,0.397339326035
2M18415870-0402458,0.06591435,0.02447606,-0.0382873,0.01133494,0.255581811145
2M18425123-0504318,-0.02221073,0.02927644,0.07985741,0.01218215,-0.409246771429
2M20010576+2934070,-0.1446092,0.02982183,0.0622815,0.01377642,-0.381252448437
2M20032940+3057481,0.2253505,0.02609084,0.0281101,0.01118997,-0.079825023427
2M20420434+4124465,-9999,-1,-9999,-1,-0.470296148573
2M18255105-1250471,0.3290604,0.02423341,0.01172369,0.009123931,-0.269689576839
2M18260712-1311365,-9999,-1,-9999,-1,-0.489284369583
2M06475609+0205052,-0.1782838,0.0312774,0.04556894,0.01450857,0.17161679466
2M06483807+0136481,0.3017483,0.02720101,0.002283302,0.0100745,0.112151366583
2M05021810+4124206,-0.2527093,0.03214195,0.04254255,0.01440961,-0.252913378499
2M05022034+4119074,-0.3773777,0.03550623,0.05752724,0.0163942,-0.30059580656
2M05041679+4035146,0.1614879,0.02736072,0.04114119,0.01072081,-0.455850860413
2M05042190+4131467,-0.2047058,0.03209617,0.08496098,0.01491889,0.129054887345
2M05050868+4126367,-0.3102131,0.03320061,0.04337257,0.01601165,0.192971989906
2M05052178+4052577,0.04444202,0.02862068,0.02537616,0.0120615,-0.113661128082
2M05052805+4043560,-0.1041666,0.03064222,0.06010911,0.01305299,-0.188906788279
2M05054114+4131029,0.0334665,0.02817608,-0.01863226,0.01156018,0.318405394969
2M05062860+4000241,-0.1095718,0.0301597,0.04841195,0.01292456,-0.473432938533
2M05063951+4107464,-0.0404736,0.02917426,0.06543194,0.01351884,0.230198885196
2M05064938+4109391,-0.166202,0.03168299,0.04893881,0.01422896,0.273761578224
2M05072145+4115004,-0.1216731,0.03162211,0.02049047,0.01432984,0.407757395566
2M17580634-2331135,-9999,-1,-9999,-1,0.356304343548
2M17581179-2325145,-9999,-1,-9999,-1,0.388097122159
2M17582282-2343353,0.2464746,0.02314979,0.01840371,0.009642142,0.198802161467
2M17584348-2331014,-9999,-1,-9999,-1,0.235052177931
2M17584498-2404304,0.03895607,0.02564728,0.0004587043,0.01075109,-0.0484158738711
2M17591889-2317285,0.117818,0.026177,0.02196506,0.01055379,0.230268682641
2M17592893-2318383,-0.531183,0.03050807,0.2215167,0.01674522,0.187303883152
2M18001831-2339352,-9999,-1,-9999,-1,-0.150048529242
2M06144903+1650227,-0.1839834,0.03064808,0.2155071,0.01349833,-0.19684360484
2M06150945+1604506,-0.3852465,0.03306582,0.08399063,0.01656423,-0.487326833761
2M06152884+1601042,-0.4706012,0.03469975,0.09071904,0.01712238,-0.449072965194
2M06154317+1640474,-0.2185142,0.03171555,0.03005487,0.0140593,-0.0832257906822
2M06154460+1558023,-0.03515539,0.03082303,0.008092838,0.01273964,-0.41765928101
2M06155091+1623268,0.1144189,0.0271832,-0.01512089,0.01087711,-0.193737888609
2M06162096+1701315,-0.6785841,0.03729678,0.1118403,0.01936097,0.21381544347
2M06164200+1530226,-0.5098284,0.03512415,0.03349193,0.0187451,-0.434574788983
2M06164927+1613184,-0.002230315,0.02846078,0.01984372,0.01195339,-0.0688623236914
2M06171653+1621424,-0.09095541,0.03064591,0.05034117,0.01298234,0.0935633323693
2M06174225+1648116,-0.4743535,0.03277035,0.07517168,0.01726853,0.39343663492
2M23225724+6048438,-0.5576973,0.03265768,0.06800001,0.01813499,-0.228481518826
2M23242672+6134126,-0.1448998,0.02952444,0.07337983,0.01376011,0.42666804245
2M23344944+6122514,0.1641642,0.02635434,0.1290555,0.01181637,-0.138418589497
2M23353104+6119217,-0.5463485,0.03317076,0.1810374,0.0192896,-0.218310470611
2M01235684+6211057,-9999,-1,-9999,-1,-0.44767442587
2M01343102+6224330,-0.1786909,0.03122754,0.05649227,0.01366303,-0.0464373557213
2M06433606+0252174,-0.5219226,0.03520195,0.103393,0.01940038,-0.432300198932
2M06460428+0342049,-0.07869741,0.03101553,0.04026183,0.01474035,0.495216288612
2M18323126-0842143,-0.1164569,0.02878293,0.05375618,0.01349992,0.202217208683
2M18341569-0752347,0.1886165,0.02643191,0.07213769,0.01223131,0.202038506463
2M21421514+5328253,0.0477028,0.02826252,0.03618941,0.01204649,0.410759898857
2M21501522+5341276,-9999,-1,-9999,-1,-0.186931959405
2M23154188+6034037,0.05869102,0.02697924,0.04226689,0.01106703,-0.148490876983
2M18140288-1717327,0.5645873,0.02325336,0.02302265,0.009121398,0.142109178331
2M18141875-1642181,0.3946276,0.02458519,-0.04295035,0.009368332,0.367447264101
2M18143798-1721465,-9999,-1,-9999,-1,-0.0142242035509
2M18143839-1739334,-9999,-1,-9999,-1,-0.157205662738
2M18161115-1702331,0.1271489,0.02764692,0.05587178,0.01096056,-0.18742066566
2M18161699-1633055,0.2312744,0.02368959,-0.0213719,0.009374052,0.0257326852291
2M18210359-1338506,-9999,-1,-9999,-1,0.384741991598
2M18215747-1324416,0.1538725,0.02391824,-0.02395869,0.01008105,0.303087963421
2M18222787-1304054,-9999,-1,-9999,-1,0.355573791271
2M18223357-1340196,-9999,-1,-9999,-1,0.0516038328478
2M18244660-1340226,-9999,-1,-9999,-1,-0.424607506687
2M19414694+2338405,-9999,-1,-9999,-1,0.299460115892
2M19433041+2329203,-9999,-1,-9999,-1,-0.120812889994
2M19433728+2359296,-9999,-1,-9999,-1,0.106844012702
2M19242900+1613000,-9999,-1,-9999,-1,0.260798413949
2M19271639+1750094,0.3071003,0.02619819,0.04477743,0.009769016,0.443180981418
2M19274364+1705297,-9999,-1,-9999,-1,-0.00693886377333
2M19300034+1843477,-0.3747825,0.02945647,0.01648071,0.01423101,0.300882051246
2M04012299+5302559,-0.5246463,0.03377294,0.06590256,0.01831596,0.164139347284
2M07321717-1916080,0.2986905,0.0244338,-0.01179645,0.009296119,-0.0874692505733
2M07343473-2051014,-0.07405396,0.02937716,0.04874738,0.01449198,-0.381692322573
2M07344532-2038435,-0.01512022,0.02724112,0.02842207,0.01315054,-0.246098165356
2M07363989-1956313,-0.3880418,0.03039737,0.03416622,0.01553182,0.48747664382
2M17462894-2846164,-9999,-1,-9999,-1,-0.0753788294006
2M17463575-2834385,-9999,-1,-9999,-1,0.00403168603918
2M17464731-2850381,-9999,-1,-9999,-1,-0.170444950771
2M17471582-2832246,-9999,-1,-9999,-1,-0.10207094184
2M17472091-2824589,-9999,-1,-9999,-1,-0.053854893647
2M17473072-2836103,-9999,-1,-9999,-1,-0.181177334527
2M17473207-2819266,-9999,-1,-9999,-1,-0.0410895778558
2M18255494-1123170,-9999,-1,-9999,-1,0.396773233672
2M18270368-1045424,-9999,-1,-9999,-1,0.439985064145
2M18034001-2110482,0.2396423,0.02523583,0.01419112,0.0106414,0.400090128913
2M18040228-2109074,-9999,-1,-9999,-1,0.338503246532
2M18085508-1908137,-0.3501781,0.02882904,0.2247667,0.01389203,0.321738944767
2M18093665-1921269,-9999,-1,-9999,-1,0.0719675399397
2M18094238-1904376,0.225891,0.02329044,-0.0276612,0.009904056,0.187851470901
2M18110640-1826097,-9999,-1,-9999,-1,0.207022579156
2M18112509-1926270,0.5012243,0.0223874,-0.02752163,0.008884257,-0.341518775886
2M06383586+0557576,-0.001136038,0.02888729,0.03049954,0.01239003,-0.124391866805
2M06192011+1501408,-0.2077337,0.02999524,0.01904782,0.01450248,-0.101652622153
2M06193380+1533529,-0.100166,0.03104227,0.0202889,0.01429827,0.200437659287
2M06210077+1442173,-9999,-1,-9999,-1,0.103323607246
2M21145500+4849317,0.3867439,0.02549622,0.01343458,0.01019234,-0.00549412679601
2M21154669+4850488,0.2240703,0.02696136,0.02421977,0.01033142,-0.0927197593352
2M21154949+4932164,0.0008749589,0.02982191,0.02885059,0.01312023,0.381899541173
2M21155615+4925351,-0.06068151,0.02973169,0.05647898,0.01384452,0.291466402931
2M21161258+4905100,0.04921195,0.0288122,0.04787244,0.01290261,0.022692263916
2M21170326+4903273,0.454382,0.02522753,0.02986805,0.009673946,-0.09641234266
2M21174183+4901351,-9999,-1,-9999,-1,-0.193557518655
2M21174229+4922070,-0.3637277,0.03020556,0.09877273,0.01507517,0.044837618433
2M00144957+6234425,-0.1282935,0.02986068,0.08518073,0.01465208,0.00590467920432
2M00181797+6307186,0.5244112,0.02325769,0.03379362,0.009094477,0.490808840385
2M18392354-0533501,0.45467,0.0239132,-0.008910995,0.009305011,0.133255784043
2M18413631-0538234,-9999,-1,-9999,-1,-0.390947163356
2M19581550+2956266,0.1638983,0.0255671,0.02268559,0.0101706,0.338276413262
2M19582850+2932533,0.08899298,0.026625,0.0206362,0.01081942,0.0928583085259
2M19592916+2912458,-9999,-1,-9999,-1,-0.270536984045
2M20023620+3107509,0.1628886,0.02605573,-0.001366422,0.01032274,0.17004649703
2M20025485+3007258,0.06921139,0.02799575,-0.0002268618,0.01133443,-0.421502900772
2M20035537+3112529,0.005654588,0.02578749,0.03219531,0.01209425,-0.0242854210003
2M20434928+4150322,-9999,-1,-9999,-1,-0.462380727235
2M06480873+0220143,-0.07857866,0.0307711,0.06201963,0.01377156,0.333621756782
2M05002318+4136025,-0.2013386,0.03219207,0.08186728,0.01437282,-0.416227428064
2M05005240+4236384,0.1700139,0.02727049,0.03661162,0.01169106,0.276789851937
2M05012747+4155405,-9999,-1,-9999,-1,-0.0574400473957
2M05020314+4126191,-0.03415088,0.02939915,0.03912821,0.01228205,-0.269711913104
2M05024196+4135557,-0.1193979,0.03005732,0.03935135,0.012944,-0.0759403320693
2M05035987+4050161,-0.4198192,0.03311382,0.09498476,0.01675967,-0.346131733485
2M05042440+4053020,-0.3703402,0.0315778,0.1108362,0.01493795,-0.256718765208
2M17581254-2331007,0.3962312,0.0248929,-0.01419913,0.009060019,0.337552522883
2M17583815-2329105,0.248254,0.0238812,-0.01710499,0.009338673,0.268064997344
2M17585786-2406545,0.3687046,0.02371292,-0.004305267,0.009200091,-0.110845497571
2M17590165-2353011,-9999,-1,-9999,-1,-0.00789191934306
2M17593368-2406260,-9999,-1,-9999,-1,-0.225017035243
2M18002490-2330081,-9999,-1,-9999,-1,-0.0936581349018
2M06163894+1657022,-0.3757995,0.03311303,0.05321482,0.01747204,0.241265952288
2M06165840+1637449,-0.2161378,0.03142053,0.03306562,0.01572699,0.156795931897
2M06172504+1623097,-0.4112013,0.03286494,0.04058122,0.01567193,0.135024606728
2M23231921+6125101,-0.2381307,0.03007368,0.05697678,0.01360975,0.329053244368
2M23290014+6125437,-9999,-1,-9999,-1,0.118023936699
2M23313978+6111128,0.5701959,0.0235457,0.04031005,0.008091888,-0.210596646071
2M01225268+6213370,0.371689,0.02460984,0.04632275,0.009868304,-0.421406137101
2M01251619+6254417,-0.1389102,0.03067161,0.09608057,0.01475595,0.292530445921
2M01401983+6149549,-9999,-1,-9999,-1,-0.493942666466
2M06451160+0228137,-0.1420753,0.03174134,0.004900408,0.01505365,-0.26170657999
2M06453019+0214301,-0.1074963,0.02965422,0.03889935,0.01274743,-0.297304866848
2M06461791+0158456,-0.4472217,0.03492952,0.07184958,0.01750409,-0.240301099773
2M06464824+0320410,-0.3625964,0.03443498,0.04374746,0.01746773,0.495154545339
2M06465163+0236268,-0.2626464,0.03107511,0.01966317,0.01590932,0.171295750385
2M06465760+0311179,-0.1568183,0.03185613,0.02270467,0.01452536,0.45841222806
2M18333591-0923053,-9999,-1,-9999,-1,-0.347975175138
2M18355550-0717316,-9999,-1,-9999,-1,0.105026977485
2M21453921+5317250,-0.02742127,0.02962723,0.08412209,0.01232026,-0.058124033443
2M21464208+5300074,-0.4606373,0.03044621,0.03304771,0.01512833,-0.379833149181
2M21480269+5320224,-0.3831086,0.0308795,0.08023402,0.0154483,-0.249554573752
2M21485044+5330055,-0.1477214,0.03037338,0.02933814,0.01320353,-0.200339536347
2M21522816+5437596,0.3520625,0.02488877,0.03463206,0.01016308,0.340986527653
2M23123130+6040096,-0.4777909,0.03312653,0.2845185,0.01892084,0.088938281354
2M23151775+6100170,-0.02023292,0.02991222,0.01930895,0.01332123,0.276668012285
2M23200066+6108594,-9999,-1,-9999,-1,0.210511785198
2M18592059+0448306,0.2884569,0.02449738,-0.06612305,0.009353656,0.437772344524
2M18593281+0427579,-0.09439681,0.02598454,0.01005371,0.01273975,0.23616328677
2M19001341+0349259,-9999,-1,-9999,-1,-0.207509554872
2M18173195-1629538,0.4537444,0.02438679,0.03020198,0.00986098,-0.212447091287
2M18225526-1246096,0.2013635,0.02437979,-0.02499999,0.0096619,0.397609491215
2M18230563-1345367,-9999,-1,-9999,-1,-0.104327708261
2M18232376-1311593,0.5513062,0.02194943,-0.08931479,0.008928428,0.0935407207792
2M18232590-1300057,0.4344769,0.02439302,0.06256872,0.009620226,0.178787764971
2M19433530+2338313,-9999,-1,-9999,-1,-0.0607613262972
2M19442629+2314454,-9999,-1,-9999,-1,-0.427282486031
2M19450829+2342315,-9999,-1,-9999,-1,-0.334857123352
2M19461866+2405278,-9999,-1,-9999,-1,-0.375054637756
2M18363454-0745584,0.2866181,0.02676795,0.0184603,0.01001414,-0.256176824578
2M18373777-0646327,-0.03582486,0.02970448,0.02382065,0.01424192,-0.0333118442049
2M19005038+0502562,-0.04421346,0.02636835,-0.009787995,0.01136964,0.216196712266
2M19275328+1723022,0.2671366,0.02457069,0.01184753,0.01062973,0.0988345779516
2M19281308+1645196,0.1294504,0.02475839,-0.01148499,0.01008997,-0.270534413807
2M19313189+1819527,0.08918361,0.02682036,0.009361007,0.01190452,-0.207859719934
2M04014649+5303526,-0.3068591,0.03252485,0.1202796,0.01628881,0.214657263373
2M04041790+5152270,0.1820001,0.02821863,-0.01307125,0.01169754,-0.425525499648
2M07324101-1844487,0.2384887,0.02713131,0.01966506,0.01037706,0.246821976994
2M07355981-2001283,-9999,-1,-9999,-1,0.310233810473
2M17461698-2854034,-9999,-1,-9999,-1,-0.105477235505
2M17461849-2833139,-9999,-1,-9999,-1,0.0702103369287
2M17470738-2822195,-9999,-1,-9999,-1,0.0114950635199
2M17474403-2823520,-9999,-1,-9999,-1,-0.116752496003
2M18243728-1201326,0.4032891,0.02259471,-0.01943967,0.008614904,0.379073857316
2M18245034-1214107,0.2697334,0.02306671,-0.02506739,0.01000278,0.233578598111
2M18250296-1136397,0.2853562,0.02338694,-0.03167329,0.009068204,0.48035372619
2M18263765-1123491,0.009731553,0.02716069,0.03004545,0.0115758,0.238289510868
2M18271517-1124232,-9999,-1,-9999,-1,0.0982420774089
2M18272622-1045598,0.2807667,0.0227752,-0.0290664,0.009702875,0.356059185032
2M18285720-1035373,-9999,-1,-9999,-1,0.106588453326
2M17535172-2513506,-9999,-1,-9999,-1,0.33031849795
2M17535552-2529568,-9999,-1,-9999,-1,0.181970789859
2M17540437-2524243,-9999,-1,-9999,-1,0.200083003927
2M17542367-2513184,-9999,-1,-9999,-1,0.231013290107
2M17543452-2526459,-9999,-1,-9999,-1,0.0822935507912
2M06323291+0832318,-0.524711,0.0313006,0.0304427,0.01586307,-0.270755235207
2M23550478+6239482,0.06583147,0.02994736,0.01002642,0.01194964,0.496252931625
2M05152289+3859495,-0.2067234,0.03134694,0.04239206,0.01511814,0.312654502834
2M05180154+3711294,-0.1777754,0.03088045,0.1321333,0.01516359,-0.309517539851
2M05183544+3729499,-0.1050219,0.03093628,0.06560974,0.01377218,-0.0416799513562
2M17574406-2328302,-9999,-1,-9999,-1,0.452713339554
2M17581023-2406269,-9999,-1,-9999,-1,0.0499308558708
2M17585473-2402470,-9999,-1,-9999,-1,-0.0662239289375
2M18040928-2115196,0.4662877,0.02262322,0.013953,0.008922836,0.264010359241
2M18044716-2205070,-9999,-1,-9999,-1,-0.270912784873
2M18045891-2202172,-9999,-1,-9999,-1,-0.287350831253
2M18050460-2201574,-9999,-1,-9999,-1,-0.303834795655
2M18051293-2138333,-9999,-1,-9999,-1,-0.140941125812
2M18053264-2156343,-9999,-1,-9999,-1,-0.354361376659
2M18091860-1856270,0.4137995,0.02235514,-0.08107781,0.009547623,0.335762711859
2M06372199+0558179,-9999,-1,-9999,-1,-0.393798908563
2M06175990+1523273,-0.5334408,0.03623596,0.2780551,0.01779495,-0.213953050841
2M06185843+1454048,-0.4898629,0.03272058,0.09657283,0.0179723,-0.238404700098
2M06215369+1449560,-0.2845507,0.03239687,0.05585033,0.01469282,0.3514191579
2M21143979+4917411,0.4117315,0.02479932,0.04733146,0.008977146,0.349408014827
2M21152337+4839171,0.4187647,0.02312608,0.02534386,0.008708806,-0.180024194447
2M21155709+4828243,0.06784506,0.02856019,0.03289391,0.011515,-0.372847599776
2M21155930+4831547,0.3797831,0.0255441,0.04190829,0.009917325,-0.336609512285
2M00131384+6244515,-0.2440904,0.0316624,0.2069211,0.01457184,0.199771260765
2M00152565+6248045,-0.1793471,0.03085418,0.05271187,0.01440681,0.216771557555
2M00154672+6259002,-0.2907043,0.03195764,0.08283639,0.01593654,0.391601527198
2M00184173+6247027,-0.04465237,0.03132133,0.05449167,0.01399728,0.150090183001
2M06124838+1847273,-0.1668263,0.02987804,0.01986399,0.01314304,0.316881412662
2M18381245-0535116,0.4467863,0.02504189,-0.03788543,0.008915457,0.384865696053
2M19594135+2930045,0.2286509,0.02517567,0.02379737,0.009787456,-0.156659867973
2M20010912+2958090,0.1085927,0.02793029,0.03442801,0.01188182,-0.180057904751
2M20031641+3132153,0.2704457,0.02595711,0.0458233,0.01102461,0.26505002016
2M20040173+3032424,-0.08533219,0.02642052,0.005361704,0.0116142,-0.400740567713
2M20412519+4231275,0.3232296,0.02509873,0.0706838,0.01050313,0.308393373515
2M18255400-1313568,0.1306745,0.02723324,0.06233088,0.01107793,-0.460390592786
2M18260613-1302503,-9999,-1,-9999,-1,-0.41757305803
2M06474724+0117095,-0.2439525,0.03083141,0.05977846,0.01599498,-0.225584048483
2M06484952+0216275,-0.4346184,0.03377549,0.1209524,0.01638458,0.456045814832
2M05011701+4148131,-0.3086545,0.03480441,0.01512457,0.01625788,-0.159361670166
2M05021948+4217347,-0.3062241,0.03246127,0.08218741,0.01681736,0.293310075462
2M05025370+4128435,-9999,-1,-9999,-1,-0.120271368795
2M05045990+4024207,0.4181034,0.02355247,0.03349631,0.008609611,-0.45737462438
2M05055643+4124051,-0.1519838,0.03149889,0.06542508,0.01377848,0.28637836094
2M05062314+4019525,-0.1938837,0.03143351,0.03582177,0.01381978,-0.29179086752
2M05071198+3958252,-0.5406232,0.03306416,0.0650122,0.01663457,-0.382670349874
2M17574253-2400126,-9999,-1,-9999,-1,0.193200892151
2M17575749-2358098,-9999,-1,-9999,-1,0.160976626246
2M17580262-2409408,-9999,-1,-9999,-1,0.0480680916303
2M17580763-2350030,-9999,-1,-9999,-1,0.195130906757
2M17583612-2327128,-0.167536,0.0270742,0.2142267,0.01225778,0.291127690227
2M17595127-2407279,-9999,-1,-9999,-1,-0.291613122664
2M18000181-2411455,-0.6855791,0.03243454,0.2586067,0.01754844,-0.361954331427
2M18000833-2359566,-9999,-1,-9999,-1,-0.285601805545
2M18000839-2356576,-9999,-1,-9999,-1,-0.261082441539
2M18001626-2324407,-9999,-1,-9999,-1,-0.0198418666485
2M18002389-2349019,-9999,-1,-9999,-1,-0.246706232721
2M18011227-2339557,-9999,-1,-9999,-1,-0.331689422347
2M06170666+1532488,-9999,-1,-9999,-1,-0.328152924938
2M23260351+6132598,0.116227,0.02841251,-0.01415783,0.01124204,0.344775528737
2M23291654+6113495,-0.5459491,0.03484165,0.09166997,0.01857805,-0.0806623935176
2M01214578+6236096,-0.5158414,0.03290801,0.1253032,0.01829645,-0.0638253258338
2M01330078+6204096,1.950935E-05,0.02979161,0.04768572,0.0123685,-0.410311917608
2M18561694+0324472,-0.09172981,0.02644398,0.009794705,0.01165648,0.479629696759
2M18590226+0410494,-0.02671898,0.02656874,0.0003783014,0.01133263,0.218507541258
2M18143151-1717263,0.383128,0.02466035,0.005967449,0.009137637,0.0429107976595
2M18153361-1654590,0.2173084,0.02289283,-0.003009295,0.01038286,0.00417692872331
2M18160760-1738116,-9999,-1,-9999,-1,-0.457758413518
2M18163033-1626564,-9999,-1,-9999,-1,0.0276094374741
2M18164117-1622495,-9999,-1,-9999,-1,0.0221219172843
2M18170906-1610586,0.32856,0.02433444,-0.01418702,0.009364635,0.0178109102778
2M18180256-1641084,0.3539254,0.02298995,-0.05530529,0.00879723,-0.408919771621
2M18223487-1342191,0.1756509,0.02424658,-0.0219788,0.01072447,0.0313512872441
2M18233403-1338478,-9999,-1,-9999,-1,-0.152656257431
2M18240194-1328403,-9999,-1,-9999,-1,-0.173471729155
2M18244077-1235007,-9999,-1,-9999,-1,0.105672540773
2M06440535+0335255,-0.07112436,0.02920974,0.01399112,0.01241122,0.00457315610858
2M06460129+0310486,-0.2277113,0.03017988,0.02887484,0.013587,0.246277389248
2M06463326+0150165,-0.2622642,0.03297821,0.01539727,0.01489601,-0.247939791334
2M06463516+0209563,-0.2533224,0.03167434,0.02336507,0.01528039,-0.0913574431117
2M18324656-0853082,0.5115644,0.02358594,0.04086438,0.008986868,0.0624784683431
2M18325565-0917415,0.5115455,0.02349068,-0.006385424,0.008590448,-0.159631763914
2M18342099-0742054,0.435849,0.02519287,-0.03644438,0.01003186,0.263141094093
2M20482336+4346480,0.02112132,0.02635247,-0.01212674,0.01105664,0.0938312863983
2M21450879+5346203,-0.1283873,0.02819429,-0.01216325,0.01237189,0.358601385977
2M21454955+5251219,-0.2203751,0.02967859,0.0840916,0.01365327,-0.406699901431
2M19392944+2303469,-9999,-1,-9999,-1,0.469665219041
2M19401275+2249135,-9999,-1,-9999,-1,0.205501844267
2M19423081+2400150,-9999,-1,-9999,-1,0.332638127564
2M19433630+2437246,-9999,-1,-9999,-1,0.424961511984
2M18364976-0746175,0.3109259,0.02532538,0.006393273,0.009505386,-0.314407856784
2M18373565-0715423,-9999,-1,-9999,-1,-0.248651019698
2M19014689+0503584,0.4939073,0.02399713,-0.04682188,0.009770352,0.0155665138631
2M19025562+0436181,-0.1326835,0.02640193,-0.0214553,0.01324135,-0.44929025057
2M19253640+1615096,-0.1005605,0.02657058,-0.03397453,0.01274529,0.0404755086896
